N,P,K,temperature,humidity,ph,Annual Rainfall,Recommended Crop
29,140,195,23.64082979,90.95257927,5.560521058,1400.917583,Apple
33,138,198,22.29423493,90.69033986,6.222390798,1472.902493,Apple
14,140,197,23.35225078,90.90054697,6.071255131,1356.457658,Apple
35,145,195,22.03911546,94.58075845,6.231950009,1331.764817,Apple
40,120,197,23.80593812,92.48879468,5.889480679,1435.602658,Apple
25,132,198,22.31944084,90.85174383,5.732757516,1201.408132,Apple
31,137,196,22.14464104,93.82567435,6.400321212,1447.572941,Apple
36,144,196,23.65167552,94.50528753,6.496934492,1384.333522,Apple
10,140,197,22.16939473,90.27185592,6.229498836,1493.619734,Apple
22,30,12,15.78144173,92.51077745,6.354006744,1428.420024,Orange
37,6,13,26.03097313,91.50819306,7.511755068,1215.417286,Orange
27,13,6,13.36050601,91.35608208,7.335158382,1334.720262,Orange
7,16,9,18.87957654,92.04304496,7.813916603,1375.991413,Orange
20,7,9,29.47741671,91.57802915,7.129136941,1334.072996,Orange
26,27,10,28.06903173,92.91487288,6.079998496,1369.607299,Orange
5,23,15,25.66901098,92.04670813,7.408939392,1350.509039,Orange
0,18,14,29.77149434,92.00719952,7.207991261,1372.994143,Orange
39,24,14,30.55472573,90.90343769,7.189259647,1272.854382,Orange
13,23,6,23.96147583,90.26408017,7.365338111,1232.350444,Orange
21,17,15,23.98289638,91.5473145,7.455991072,1421.882036,Orange
33,12,8,25.26052689,90.31153735,6.822282114,1408.434355,Orange
6,9,12,31.08368929,90.14362642,7.028746406,1316.27359,Orange
19,7,10,14.78003032,91.22062116,6.118430299,1202.354114,Orange
24,18,6,26.56608303,94.45239715,6.285312759,1396.55583,Orange
9,11,8,24.85903405,94.39000473,6.559236744,1341.364481,Orange
31,8,7,34.51465139,93.63812684,7.163245982,1242.821911,Orange
22,17,5,24.12188673,90.72351622,6.945562889,1234.027584,Orange
13,5,8,23.85340379,90.10522549,7.474710503,1247.078712,Orange
16,8,9,24.60297538,91.28408653,7.601189843,1335.537738,Orange
4,13,6,15.63211033,94.25966183,7.561143224,1217.646845,Orange
0,25,14,19.33516809,91.97978938,6.361671475,1397.405064,Orange
8,7,10,28.2620488,91.98317355,6.929216014,1262.558711,Orange
4,23,5,22.67594476,93.36348717,7.477935216,1323.999186,Orange
33,14,8,21.03200078,92.9641969,7.684420446,1328.188733,Orange
30,7,15,33.23453301,91.06053924,7.825531916,1389.191882,Orange
21,29,12,22.30318989,92.15987039,6.438668989,1408.425725,Orange
11,14,5,11.50322938,94.8933184,6.946354724,1386.820531,Orange
9,8,15,14.34320488,94.35734702,7.994465371,1322.667748,Orange
5,18,14,33.1056981,93.48447453,7.434118807,1430.050936,Orange
29,25,14,30.49183837,90.4582865,7.781988584,1359.962526,Orange
33,12,15,30.25578031,92.03272799,6.052318465,1400.60775,Orange
8,16,6,12.22816189,90.26457428,7.106650373,1300.994047,Orange
15,14,8,10.01081312,90.22399223,6.22094286,1432.729277,Orange
16,7,8,22.79196751,90.60901895,6.420457311,1398.100889,Orange
0,12,7,20.18432263,90.65458473,6.969249676,1401.757163,Orange
5,25,6,30.72119881,94.01331956,6.011302181,1281.741623,Orange
6,8,11,24.35590861,92.39651663,6.600948788,1436.335892,Orange
10,5,5,21.21306973,91.35349216,7.817846496,1355.801233,Orange
1,17,6,10.78689755,91.38411917,6.8198271,1410.352136,Orange
1,30,10,11.89925671,91.34663797,7.291405641,1242.925762,Orange
0,23,15,22.56664172,93.37488907,7.598729065,1318.302904,Orange
24,27,9,18.86883219,93.24688124,6.157135092,1432.724371,Orange
36,11,13,17.34083741,93.04897191,7.1917274,1352.633141,Orange
40,21,8,34.90665289,92.87820148,7.418761774,1226.2876,Orange
40,22,6,24.53610067,91.90997228,6.488221135,1391.745587,Orange
32,18,13,13.8377282,91.74780462,6.044167236,1295.847862,Orange
9,10,10,22.3551049,93.52211892,6.010391864,1218.197507,Orange
13,16,8,34.74004942,93.12316972,6.949838549,1202.361425,Orange
15,9,11,11.54785707,94.14861001,7.907956251,1305.947005,Orange
29,11,5,23.13338811,91.94670335,7.639788459,1253.068974,Orange
1,15,9,29.98364695,94.55239717,7.53350946,1384.272382,Orange
18,5,11,20.87947369,90.93756231,6.251586885,1229.460943,Orange
14,22,9,17.24944623,91.13772765,6.543191814,1350.108619,Orange
33,15,7,15.83388699,91.68293851,7.651225301,1317.085699,Orange
4,6,7,23.01014302,91.11764246,6.708889665,1352.085955,Orange
17,16,14,16.39624284,92.18151927,6.625538653,1235.329932,Orange
12,20,10,24.45132792,93.10527686,6.528354932,1313.653318,Orange
34,29,8,31.87859192,91.15248149,6.450640306,1264.12539,Orange
39,28,10,31.34920143,91.48247612,7.181907673,1309.859788,Orange
31,25,12,18.05142392,90.03969587,7.016482298,1341.352667,Orange
12,6,8,30.84835031,92.86773675,6.388617138,1288.971217,Orange
12,29,13,22.45616931,91.52781832,7.57125447,1416.083154,Orange
26,11,11,13.70319166,90.95589386,7.609348255,1275.533855,Orange
19,24,15,20.48954522,93.72485075,7.137136973,1342.070341,Orange
39,21,9,13.20844373,94.02769434,6.354022554,1275.235387,Orange
16,29,13,32.31944397,93.67804556,6.196907944,1411.483768,Orange
36,29,13,20.68185224,90.91510525,7.829507245,1317.016712,Orange
37,23,12,31.52675982,90.50621806,6.395258356,1357.403278,Orange
39,9,15,25.35467646,91.81183218,7.992041984,1401.067124,Orange
31,5,14,17.66545409,91.69865887,6.583411671,1328.229007,Orange
18,12,8,12.59093977,91.81668769,6.206053072,1432.700062,Orange
20,20,10,11.86631922,93.68394562,6.976997772,1272.721788,Orange
5,8,5,11.03367937,92.22706805,6.562594972,1353.25911,Orange
20,8,12,25.2990432,94.96419851,7.260416405,1415.680109,Orange
25,21,11,32.23797837,90.15406807,6.460044778,1256.462705,Orange
14,19,14,17.68408797,94.35815354,6.699164936,1296.765799,Orange
37,18,12,10.2708877,90.19147747,7.401121811,1280.346245,Orange
26,15,6,17.22034507,94.78797376,6.912033409,1296.065212,Orange
13,22,5,19.667056,90.50096668,7.764040111,1202.085557,Orange
32,25,9,10.35609594,93.75652041,7.796034006,1213.748336,Orange
19,7,9,27.255435,91.71369387,6.969883483,1213.67322,Orange
28,7,9,34.5917846,92.13229786,6.730757538,1386.780344,Orange
24,30,11,32.39523995,94.51768464,6.601395755,1359.04476,Orange
7,17,10,10.16431299,91.22320999,6.465913274,1276.350612,Orange
18,23,8,21.49118657,93.43949693,6.41354791,1217.783866,Orange
7,20,12,16.53460397,94.76759975,6.475275337,1320.537475,Orange
20,23,11,31.8520694,90.12220323,6.407715561,1319.346074,Orange
18,14,11,28.04799508,90.00621688,6.550814117,1405.573798,Orange
34,11,10,31.75048899,94.59551226,7.36220835,1382.387161,Orange
20,29,10,29.07412717,93.27189064,7.36549204,1209.476245,Orange
37,24,13,19.14381903,90.71037456,7.8546243,1296.27695,Orange
12,8,10,16.14820285,91.4448027,7.995848977,1289.145197,Orange
34,10,14,34.05296914,92.05811721,6.725600855,1401.625018,Orange
6,13,9,34.51423957,90.56151463,7.786725333,1419.926362,Orange
27,30,5,32.71748548,90.54608254,7.656978112,1359.947736,Orange
13,8,12,25.16296632,92.54736032,7.105904818,1371.740636,Orange
6,7,7,27.68167318,94.47316879,7.199106204,1367.994175,Orange
40,17,15,21.35093384,90.9492967,7.871063004,1285.034514,Orange
31,26,9,11.69894639,93.25638873,7.566165721,1238.40719,Orange
61,68,50,35.21462816,91.49725058,6.793245417,2916.894079,Papaya
58,46,45,42.39413392,90.79028064,6.576261427,1061.5929,Papaya
45,47,55,38.4191628,91.14220381,6.751452932,1431.184652,Papaya
39,65,53,35.33294932,92.11508608,6.560743093,2827.360302,Papaya
31,68,45,42.92325255,90.07600528,6.938313356,2354.88989,Papaya
70,68,45,33.83508569,92.85470152,6.991626158,2440.852834,Papaya
68,62,50,33.20258348,92.76437927,6.977700268,2370.339098,Papaya
34,65,47,23.48546973,93.71043692,6.833768535,2301.312674,Papaya
38,68,54,29.33710543,90.81781439,6.739170045,2424.687296,Papaya
69,64,47,40.21199348,94.50766912,6.993473247,2240.114789,Papaya
58,51,47,42.13473976,91.70445386,6.757470637,2368.834812,Papaya
59,47,53,32.86316618,91.4618874,6.850663232,567.258564,Papaya
44,64,54,29.80744318,91.38048469,6.74274935,2792.455351,Papaya
56,57,48,31.56213762,93.0484859,6.506120752,763.4700946,Papaya
69,60,54,36.32268069,93.06134398,6.98992719,1694.084311,Papaya
56,58,49,37.13165026,94.60761797,6.69215564,2069.745674,Papaya
49,55,53,38.4418717,93.63739039,6.544029776,932.588026,Papaya
38,51,52,32.66160599,90.78931681,6.927803911,946.2102602,Papaya
54,65,47,27.92765919,91.55594211,6.721835879,1798.929068,Papaya
57,57,51,39.01793345,91.48815629,6.99223441,1270.609837,Papaya
39,52,53,32.51247398,94.65904123,6.704204398,612.8457736,Papaya
58,67,45,38.72382798,91.72514851,6.702424548,751.485249,Papaya
61,64,52,43.30204933,92.83405443,6.641098708,1326.746748,Papaya
34,62,55,27.58548913,90.72526502,6.585346229,2862.010535,Papaya
31,48,45,40.78881819,92.90951393,6.563134737,1593.508303,Papaya
47,46,52,23.19451074,91.40301608,6.502289473,2476.79905,Papaya
32,68,52,32.68067385,92.61715632,6.800321319,2986.311583,Papaya
36,59,46,34.28879307,93.61082872,6.721130543,1527.011732,Papaya
61,51,51,39.30050027,94.16193416,6.574677594,1451.414959,Papaya
70,54,46,39.73149053,91.12220596,6.919342407,1473.154384,Papaya
44,56,49,39.23342464,91.25589286,6.519779583,773.3741988,Papaya
34,68,51,27.34734861,94.17756725,6.687088098,484.2183769,Papaya
50,59,47,40.76998685,92.09278584,6.747975732,2518.414093,Papaya
39,70,52,26.26559543,90.79668055,6.65149129,713.9248057,Papaya
34,61,49,28.12971499,93.3210737,6.502675132,1413.842288,Papaya
44,60,55,34.2804607,90.55561637,6.825371185,1182.485729,Papaya
31,62,52,33.7960155,93.00754254,6.99104104,2184.321684,Papaya
65,62,51,31.53243779,90.87394933,6.511624841,2484.882143,Papaya
44,57,53,42.30495821,90.51431779,6.93172108,898.521432,Papaya
50,47,48,24.63676897,90.61964344,6.712772333,2618.759024,Papaya
43,50,48,28.28222883,91.37059792,6.63016515,2151.264968,Papaya
60,46,53,24.48620746,92.98254537,6.761953186,2201.8914,Papaya
70,68,55,42.84609252,94.63548176,6.691202286,945.7195668,Papaya
59,62,52,43.67549305,93.10887229,6.608667684,1245.88279,Papaya
60,58,51,42.07213781,92.92203105,6.840802254,1988.895566,Papaya
42,60,47,33.46873719,92.12746225,6.834808348,1641.932449,Papaya
35,66,47,31.7018373,91.66232213,6.953439161,586.057271,Papaya
34,65,48,41.41968393,90.03863107,6.665024508,2391.715718,Papaya
36,54,46,42.54744013,94.94482086,6.662875839,2572.924618,Papaya
39,64,52,28.91842453,94.63676767,6.678695788,764.255353,Papaya
37,52,47,43.08022702,93.90305729,6.54277684,2542.234871,Papaya
33,47,46,29.20300896,93.96834049,6.839443833,2512.899966,Papaya
34,48,48,41.04224355,91.37258067,6.805277038,2178.331176,Papaya
49,54,50,25.62446619,93.18240298,6.762522087,1167.160399,Papaya
40,65,49,35.32876402,91.06138506,6.678449318,1966.883238,Papaya
68,52,49,24.42561272,92.27749066,6.577192175,760.2358522,Papaya
50,46,52,31.18298415,90.21646909,6.734005648,648.2246831,Papaya
65,63,50,31.88342554,91.3256535,6.524459342,951.264189,Papaya
40,49,47,42.93368602,91.1756748,6.501521192,2956.335922,Papaya
42,53,48,23.11407669,94.31994776,6.758479569,2778.183793,Papaya
49,55,51,24.87212063,93.90560147,6.676578778,1622.03343,Papaya
59,62,49,43.36051537,93.35191636,6.941496806,1377.336852,Papaya
63,58,47,26.83054058,90.75379971,6.864143752,1735.987733,Papaya
70,65,52,30.42012134,93.12659793,6.583528529,911.4354,Papaya
63,50,52,28.64555584,93.22642604,6.751747609,1389.796723,Papaya
40,64,47,32.50037548,93.47888842,6.893509446,860.8511431,Papaya
63,58,50,43.03714283,94.6428898,6.720744449,499.027902,Papaya
45,58,49,30.10773379,90.34546355,6.827812549,902.9426377,Papaya
66,69,47,23.69212243,93.61055571,6.912299695,1050.407278,Papaya
54,67,52,35.67667332,93.30641944,6.586107335,1696.057402,Papaya
69,67,52,27.71948962,94.43877142,6.827305908,993.96733,Papaya
67,68,49,35.26824831,92.38282957,6.821774589,1798.18585,Papaya
45,57,47,23.16855863,90.78821158,6.656458831,1940.270512,Papaya
56,50,52,33.08706051,92.25197542,6.770384816,1057.560923,Papaya
70,50,53,37.4620912,90.44967809,6.933809743,2068.150138,Papaya
44,47,45,38.73218907,94.73613484,6.579441304,2617.705764,Papaya
50,60,47,32.57720726,92.74889453,6.92791761,1125.531416,Papaya
52,51,53,38.38231475,93.10378595,6.985804083,2523.282415,Papaya
35,68,45,42.93605359,90.09448142,6.612429546,2818.159333,Papaya
68,69,52,25.65492304,92.74501561,6.813383387,635.4573496,Papaya
32,55,52,37.58899717,91.99740365,6.9677596,1915.892866,Papaya
32,55,51,29.60718808,93.15642801,6.57398033,752.2452642,Papaya
48,62,47,25.34756111,93.02871078,6.803094965,2092.814804,Papaya
39,69,53,25.9300384,93.02357765,6.964955435,2901.842495,Papaya
49,61,45,32.76795887,94.57377401,6.764213299,2885.755108,Papaya
48,57,54,29.02328049,90.20396783,6.617703178,1521.683843,Papaya
69,66,49,40.00439101,90.17015833,6.52711001,1105.425285,Papaya
53,55,55,33.32315744,91.25271223,6.709668804,2813.959596,Papaya
38,61,52,31.22790131,94.94021378,6.620729882,557.3134942,Papaya
57,64,55,26.68386496,92.9585411,6.583760499,750.0827618,Papaya
51,57,55,24.70528368,90.14732171,6.676407337,1300.92379,Papaya
56,65,45,38.2016825,93.97379963,6.751298936,2617.090577,Papaya
54,66,52,36.56769731,93.79503425,6.867554147,1253.062315,Papaya
58,55,47,26.05375792,93.69111672,6.742490027,2888.236681,Papaya
68,70,54,31.29986342,92.76039164,6.986228647,657.3396242,Papaya
42,59,55,40.10207731,94.35110201,6.979102243,1789.439987,Papaya
43,64,47,38.58954491,91.58076549,6.825664782,1227.249877,Papaya
35,67,49,41.31330062,91.1508798,6.617066674,2876.913065,Papaya
56,59,55,37.03551903,91.79430166,6.551892638,2262.217706,Papaya
39,64,53,23.0124018,91.07355541,6.598860305,2500.029571,Papaya
18,30,29,26.7627493,92.86056895,6.420018717,2695.084397,Coconut
37,23,28,25.61294367,94.3138837,5.740054567,2691.848111,Coconut
13,28,33,28.130115,95.64807631,5.686972967,1812.914279,Coconut
2,21,35,25.02887163,91.53720922,6.293662363,2157.898733,Coconut
10,18,35,27.79797651,99.64573002,6.381975465,2180.33074,Coconut
7,11,32,29.25902906,95.11294697,5.542169139,2217.149395,Coconut
39,5,31,27.10134661,93.69979946,5.551963184,1811.403158,Coconut
34,6,27,25.84726298,90.92669463,5.860740481,1774.666793,Coconut
31,30,29,26.58580443,90.98617591,5.558807063,2145.739291,Coconut
25,7,35,28.38503882,99.18843684,5.55771171,2276.053619,Coconut
16,18,26,28.43647052,91.81320717,5.568365926,1746.497296,Coconut
26,10,33,28.27298134,96.93649473,6.07071786,2385.881834,Coconut
27,8,32,27.00648436,96.46168931,5.627860549,1731.997578,Coconut
37,18,30,27.63551259,99.34854917,6.38488418,1895.005844,Coconut
19,15,34,26.29644905,99.65809151,5.685889066,2591.034059,Coconut
0,19,33,27.1326009,95.23797989,6.234458417,2456.64788,Coconut
31,20,26,25.56567803,97.61361544,6.443168642,2397.523614,Coconut
9,17,32,25.94951662,93.40548703,5.842317989,2064.648589,Coconut
22,11,29,28.03380598,95.01630593,5.955742971,2616.066856,Coconut
31,6,26,29.12859129,91.30924833,5.741367375,1886.866264,Coconut
34,6,30,27.0828252,97.00155491,5.948342571,2061.090654,Coconut
24,6,32,28.11321494,90.01734526,6.387067562,2069.776369,Coconut
1,8,26,27.5136304,94.18955816,5.562911913,1880.079064,Coconut
31,13,33,27.63834933,95.48763389,5.85971872,2466.555733,Coconut
10,9,28,29.01256899,94.01014388,6.282955073,1800.600374,Coconut
36,27,26,26.58413917,95.78923137,6.25449571,2059.514759,Coconut
38,24,33,28.28905147,97.00396405,5.973853124,1715.28388,Coconut
11,6,25,28.69164799,96.65248672,6.081568052,2147.562548,Coconut
16,14,30,29.70931288,96.30484325,6.37466756,2518.144792,Coconut
33,14,35,27.14865285,96.66355213,6.027707171,1790.920196,Coconut
16,6,29,29.28725038,91.95614918,5.868285082,1585.789411,Coconut
32,11,31,25.06871967,93.31410447,6.205931638,1618.102883,Coconut
38,14,30,26.92449525,91.20106019,5.570745386,2338.826563,Coconut
8,6,33,28.27804288,93.64761266,6.095261013,2063.349551,Coconut
23,6,33,29.18032562,92.73041222,6.025789594,2459.524412,Coconut
29,25,35,28.3575072,91.64509299,5.542873799,1928.768389,Coconut
24,14,33,29.38072512,93.27565685,6.366219551,2622.290221,Coconut
32,12,30,25.39241091,98.08951196,5.579845008,2616.96462,Coconut
30,25,31,26.31270635,98.62048026,5.804965067,2497.417657,Coconut
14,21,35,29.52501367,91.91185319,6.121005506,2331.720326,Coconut
27,22,29,28.83214859,92.17170353,6.000248647,1745.006864,Coconut
40,5,29,28.48444906,97.76865458,5.820978791,1924.673052,Coconut
17,11,32,28.74013335,93.39676499,5.620733794,1881.180988,Coconut
30,30,35,25.00872392,95.59224018,6.001936419,1989.710615,Coconut
28,10,30,29.8690834,91.14723422,6.305740522,2313.21429,Coconut
39,7,29,27.54273211,94.59086121,6.362544111,1802.414566,Coconut
32,20,35,26.52166434,98.38227669,5.588655387,1735.514038,Coconut
7,15,32,25.03512351,95.89739958,6.182232762,2097.558996,Coconut
29,17,29,29.20394909,95.66997327,5.959493188,2535.00752,Coconut
34,15,34,27.05826457,91.10510371,5.677282678,2696.408344,Coconut
14,23,25,26.18552389,96.96637916,5.612122797,1625.023466,Coconut
18,19,29,27.59376845,92.48519606,6.206077742,1954.119283,Coconut
7,21,35,25.76011662,94.65830608,5.764812076,1574.941697,Coconut
24,27,34,28.87862994,95.11320315,6.203376525,1740.69974,Coconut
39,29,29,26.50908611,94.48414544,6.143662699,2398.534084,Coconut
29,8,28,26.87037587,91.72546257,6.100429497,2572.954649,Coconut
10,24,27,27.57283516,94.90485697,5.708409601,1751.158722,Coconut
0,29,32,28.05912437,98.3670985,5.868255858,2059.819675,Coconut
32,11,31,29.51611558,92.56492864,6.461225827,1574.5394,Coconut
37,10,32,28.96318258,95.16333673,6.165084855,2673.636156,Coconut
20,29,27,25.09897688,92.36099489,6.047044342,1893.111151,Coconut
31,29,35,27.1872282,92.19906776,6.137102505,1695.864691,Coconut
17,30,27,29.03065024,90.79093862,5.894027065,2466.86444,Coconut
1,12,30,27.754298,95.94643831,5.56222383,1573.080091,Coconut
6,13,29,27.31155708,99.96906006,5.832608028,2421.91036,Coconut
15,28,32,28.84270971,99.64328526,6.218571874,2692.820018,Coconut
27,24,29,26.61423461,96.97300803,6.142010637,2292.080256,Coconut
3,23,30,29.70143197,95.65754365,6.078807239,2582.361644,Coconut
8,26,26,25.54759871,91.64194826,5.702484758,2554.411512,Coconut
20,28,26,26.37978453,91.49882979,5.547594847,2004.565196,Coconut
26,18,27,27.45907759,92.90736493,5.836075368,1705.716004,Coconut
1,6,35,27.02269204,95.71935435,6.231662767,1766.018951,Coconut
27,30,31,28.98545306,90.73966792,5.718120393,1786.078049,Coconut
23,7,34,26.1055118,91.52421214,5.852038202,1609.535603,Coconut
0,26,31,25.0707247,95.02156793,5.547933273,2314.843567,Coconut
38,6,25,25.54963273,96.92786777,6.156259104,2295.595388,Coconut
25,12,26,28.56973521,95.67906668,6.436314406,1618.044418,Coconut
40,5,32,26.07010807,96.7036223,5.981169595,1722.401676,Coconut
0,19,31,25.51791333,94.38420565,6.271952833,2144.75727,Coconut
26,9,32,25.9490364,94.73860514,6.470465614,1729.885331,Coconut
35,30,34,28.2974764,95.41122824,6.141502001,2189.378822,Coconut
19,30,30,29.56549169,91.40896307,5.826381164,2697.978875,Coconut
31,13,33,29.69952329,95.21224392,6.342463714,1779.60443,Coconut
17,29,26,26.14162144,93.28415295,6.071897347,2344.93803,Coconut
2,30,30,26.00175125,94.79998418,6.331051715,2514.481128,Coconut
30,13,25,27.15116142,91.48889469,6.413184638,1979.01867,Coconut
8,15,33,28.97318719,98.09861043,5.50158009,2566.813225,Coconut
18,12,35,26.13958446,96.38580769,6.338720873,1576.065522,Coconut
8,28,30,25.51618488,94.33465411,6.015672239,1621.526989,Coconut
40,22,29,27.55821802,99.98187601,5.735364307,2095.507777,Coconut
27,10,33,27.81132822,97.48410555,6.465906333,1848.745465,Coconut
21,20,31,25.60033702,99.7240104,5.855457599,1989.898478,Coconut
3,9,35,26.91641934,99.84671638,6.318552973,2707.588387,Coconut
22,16,27,29.1797902,90.27214288,6.006784979,2267.1025,Coconut
27,8,30,26.44600063,98.29937782,6.008386283,2654.709802,Coconut
22,8,33,28.43572863,95.8840407,5.665785202,2447.14045,Coconut
28,27,32,28.94099669,93.00109012,5.764615485,2301.267704,Coconut
23,21,26,26.45488737,93.45042636,5.901495544,1790.664306,Coconut
37,5,34,25.79490531,93.84150618,5.779032666,1829.086454,Coconut
19,26,29,26.93141945,98.80313612,5.67154928,1998.855455,Coconut
133,47,24,24.40228894,79.19732001,7.231324765,1089.626827,Cotton
136,36,20,23.09595631,84.86275707,6.925412377,855.5497285,Cotton
104,47,18,23.9656349,76.97696717,7.633437412,1089.074009,Cotton
133,47,23,24.88738107,75.62137159,6.827354668,1077.12605,Cotton
126,38,23,25.36243778,83.63276077,6.176716425,1061.23427,Cotton
126,50,19,24.69457084,81.7358876,6.628722836,943.0193269,Cotton
113,41,20,25.0017188,80.53965818,7.256877571,1155.912119,Cotton
121,45,22,22.45942937,81.30681027,6.443785385,770.7631966,Cotton
121,47,16,23.60564038,79.29573149,7.723240151,869.9761062,Cotton
129,60,22,24.58453146,79.12404171,5.947448589,863.3529761,Cotton
107,45,25,23.0865933,83.55546146,7.227745516,862.0896869,Cotton
122,59,18,23.5000992,83.63488952,6.219469084,957.759382,Cotton
140,38,15,24.1472953,75.88298598,6.021439523,838.987616,Cotton
102,49,21,24.69315538,84.84422454,6.253343655,1077.593544,Cotton
111,40,25,24.484692,84.44932014,6.187455799,1091.321098,Cotton
131,35,18,24.49112609,82.24415809,7.057693366,768.3539255,Cotton
135,43,16,23.47986888,81.73049149,6.720449769,1041.154551,Cotton
100,46,18,24.18586246,76.04203958,6.431689506,828.9668074,Cotton
123,39,24,25.00755095,78.17952126,7.453106264,1032.769425,Cotton
117,56,15,25.99237426,77.0543546,7.368258226,1069.425854,Cotton
121,36,24,23.66457347,81.69105088,7.352401887,1192.427805,Cotton
101,58,18,25.66891439,81.38103349,6.652143699,943.151498,Cotton
107,42,24,22.04612876,84.62978302,6.144631795,1032.091041,Cotton
100,41,22,22.4204752,84.55794703,7.318802162,1121.591469,Cotton
125,39,21,25.03149561,82.21276599,7.954629324,1140.229582,Cotton
105,60,23,23.53371386,77.21705554,6.207652157,1050.480593,Cotton
102,46,19,22.77076388,82.5993307,6.631005298,977.9452124,Cotton
131,49,22,25.49848236,79.9751579,7.306918817,804.7154339,Cotton
139,35,15,25.248679,83.4630147,5.898293044,1038.66213,Cotton
108,36,19,22.78249615,77.51235009,7.238566893,775.3733081,Cotton
118,45,23,23.37044424,77.43198948,7.977651226,860.1444841,Cotton
107,51,22,24.86560781,78.22080815,5.983075895,954.8239522,Cotton
125,60,17,24.14386157,84.51591287,6.785723961,964.3376369,Cotton
113,37,20,25.03300222,79.04368718,7.393441155,1165.210443,Cotton
131,52,16,23.65724079,84.47601498,6.486068274,1062.537495,Cotton
115,48,16,25.54359718,84.09229796,7.175934962,1067.309459,Cotton
113,38,25,22.00085141,79.47270984,7.388265888,1085.0669,Cotton
111,41,18,23.64328417,78.1258666,6.10539819,971.5388798,Cotton
111,53,19,23.96436009,78.02763149,6.419536555,1015.577863,Cotton
122,48,16,24.65425757,75.6350708,6.307585854,741.957616,Cotton
108,46,17,24.3017998,84.87668973,6.93221485,780.2974404,Cotton
132,41,22,24.29144926,81.02453404,7.810865753,1085.003356,Cotton
103,42,17,24.29470232,84.61527627,6.527541661,972.7082742,Cotton
133,50,25,25.72180042,81.19666206,7.569454601,1199.172099,Cotton
127,37,18,24.87663664,76.30050373,7.041065585,1103.068162,Cotton
110,39,25,22.60612115,77.34264002,7.208795456,901.6340675,Cotton
131,38,19,23.86814008,75.68339729,6.814341946,1085.456622,Cotton
108,38,24,23.41022496,76.43836957,7.442217061,945.8639524,Cotton
122,40,17,24.96440768,81.31677618,6.854558957,960.4794995,Cotton
111,50,15,25.16820129,80.30351815,7.884550475,1015.490284,Cotton
140,40,17,22.72767171,77.07598065,6.006085786,930.6211582,Cotton
100,40,20,22.45145981,76.25674874,7.432043735,1042.199843,Cotton
123,50,16,23.04920461,75.53835214,6.498052108,847.8773155,Cotton
107,36,21,25.29250148,75.66653335,6.205263534,751.7009072,Cotton
118,50,19,22.95604064,82.33733678,6.360812227,797.8007164,Cotton
103,51,20,22.80213132,84.14668447,7.046607434,1099.667478,Cotton
133,57,19,23.54234715,75.98203329,7.947011366,1009.504409,Cotton
129,47,20,24.41212325,80.80343786,6.281913858,1183.254885,Cotton
116,52,19,22.94276687,75.37170612,6.114525877,804.9627089,Cotton
114,40,23,25.53676123,81.13668716,6.753978061,1145.115119,Cotton
131,60,17,25.32023717,81.79475917,7.425041316,1001.583906,Cotton
107,43,18,22.426733,81.53480799,6.745104394,786.5370974,Cotton
123,44,21,25.78544484,75.00539324,7.641116569,1096.749463,Cotton
112,49,25,25.68959532,77.90621048,6.470135478,794.3312144,Cotton
119,44,15,22.14593688,82.8597549,7.091992365,727.8458063,Cotton
130,59,19,25.07278712,82.50257909,6.520403794,1122.125122,Cotton
127,53,24,22.21506982,76.17851932,6.127939628,844.8669134,Cotton
134,52,18,23.9643129,76.59175937,7.994679507,913.5708774,Cotton
109,36,18,25.40059227,76.53237965,7.524707577,750.1666404,Cotton
100,48,17,23.7805123,83.03878838,7.827877818,795.1867085,Cotton
132,52,19,24.16402322,76.7433897,6.436691764,743.3551261,Cotton
102,37,25,25.31468463,77.91757121,5.907930899,873.9482531,Cotton
111,39,22,22.60361557,80.3509046,6.135025006,1062.887461,Cotton
117,51,15,22.9535715,78.71555832,6.044556594,1197.040344,Cotton
136,36,24,22.74446976,80.41198458,7.59781958,1080.879196,Cotton
134,56,18,23.80834611,83.91902605,6.691268104,851.6829964,Cotton
112,54,15,25.46228792,81.56641891,6.175492306,922.6298981,Cotton
105,56,15,25.96779712,81.97904282,7.272316209,889.7002852,Cotton
140,45,15,25.5308271,80.04662756,5.801047545,1192.746858,Cotton
126,46,25,24.43847399,81.69801729,6.757457943,729.5575022,Cotton
106,49,24,23.03887865,76.47039772,6.983395573,1087.772484,Cotton
121,53,19,23.51308653,76.72621429,7.976889498,961.352654,Cotton
108,60,17,22.75805656,76.75768356,6.558902588,1173.192074,Cotton
116,56,17,24.71252544,77.7293114,7.979090365,1022.995596,Cotton
100,52,19,23.45969093,82.44777468,7.903528673,1122.018427,Cotton
129,43,16,25.5503704,77.85055621,6.73210948,943.0186181,Cotton
118,44,23,22.08458267,82.82904143,6.691690476,804.7751732,Cotton
117,43,25,24.68854799,78.51206972,7.839849298,831.7384279,Cotton
126,37,21,25.84997269,84.16855231,6.61448588,924.4105499,Cotton
120,48,16,22.46054478,75.40989245,7.456971816,862.2523294,Cotton
102,45,16,23.65629976,77.52425987,7.2942193,898.7819928,Cotton
131,56,20,22.00817088,81.83896111,7.762647875,1106.83743,Cotton
114,40,17,24.32630461,80.13456404,6.363406102,833.4086466,Cotton
